Item_Identifier,Item_Fat_Content,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Gender,Age,Profession,Item_Outlet_Sales
FDG40,Low Fat,Frozen Foods,33.2558,OUT019,Small,Tier 1,Grocery Store,Male,42,Artist,2864.9374
FDT12,Regular,Baking Goods,223.9062,OUT049,Medium,Tier 1,Supermarket Type1,Male,26,Artist,3813.7024
DRL59,Low Fat,Hard Drinks,53.2298,OUT045,,Tier 2,Supermarket Type1,Male,27,Healthcare,1589.2646
FDT47,Regular,Breads,98.8068,OUT018,Medium,Tier 3,Supermarket Type2,Male,41,Entertainment,3848.324
FDI60,Regular,Baking Goods,64.951,OUT017,,Tier 2,Supermarket Type1,Female,41,Artist,619.8598
DRF51,Low Fat,Dairy,37.6506,OUT027,Medium,Tier 3,Supermarket Type3,Male,47,Artist,1491.392
NCK31,LF,Others,50.6666,OUT049,Medium,Tier 1,Supermarket Type1,Male,35,Artist,120.5098
FDB08,Low Fat,Fruits and Vegetables,160.1578,OUT045,,Tier 2,Supermarket Type1,Male,88,Engineer,2546.685
FDM44,Low Fat,Fruits and Vegetables,101.799,OUT035,Small,Tier 2,Supermarket Type1,Male,46,Doctor,1328.271
FDD46,Low Fat,Snack Foods,152.4998,OUT018,Medium,Tier 3,Supermarket Type2,Male,41,Homemaker,519.324
FDR27,Regular,Meat,130.4942,OUT019,Small,Tier 1,Grocery Store,Female,30,Doctor,703.0848
FDV56,Regular,Fruits and Vegetables,108.8596,OUT010,,Tier 3,Grocery Store,Male,43,Entertainment,3422.212
FDM02,Regular,Canned,86.3198,OUT049,Medium,Tier 1,Supermarket Type1,Male,29,Lawyer,2079.9592
FDU45,Regular,Snack Foods,112.9518,OUT018,Medium,Tier 3,Supermarket Type2,Male,48,Artist,1133.1916
FDZ10,Low Fat,Snack Foods,125.402,OUT017,,Tier 2,Supermarket Type1,Female,61,Engineer,4908.2776
NCK31,Low Fat,Others,50.2666,OUT010,,Tier 3,Grocery Store,Male,51,Artist,527.3136
FDR27,Regular,Meat,134.2942,OUT035,Small,Tier 2,Supermarket Type1,Male,38,Healthcare,1550.6482
FDF33,Low Fat,Seafood,108.2596,OUT013,High,Tier 3,Supermarket Type1,Male,49,Entertainment,3052.0272
FDJ36,Regular,Baking Goods,104.1332,OUT046,Small,Tier 1,Supermarket Type1,Female,43,Artist,3954.852
FDP33,Low Fat,Snack Foods,254.8672,OUT049,Medium,Tier 1,Supermarket Type1,Male,27,Artist,978.726
FDG17,Regular,Frozen Foods,245.0486,OUT046,Small,Tier 1,Supermarket Type1,Male,35,Doctor,4094.67
FDG47,Low Fat,Starchy Foods,263.5252,OUT027,Medium,Tier 3,Supermarket Type3,Male,39,Engineer,721.0614
NCW29,Low Fat,Health and Hygiene,128.431,OUT046,Small,Tier 1,Supermarket Type1,Male,52,Artist,4795.0916
DRH59,Low Fat,Hard Drinks,72.238,OUT017,,Tier 2,Supermarket Type1,Male,38,Doctor,3339.6528
FDR32,Regular,Fruits and Vegetables,229.3694,OUT017,,Tier 2,Supermarket Type1,Female,30,Engineer,1843.6002
FDP48,Regular,Baking Goods,181.795,OUT035,Small,Tier 2,Supermarket Type1,Male,43,Healthcare,2659.871
FDG17,Regular,Frozen Foods,244.7486,OUT035,Small,Tier 2,Supermarket Type1,Female,42,Doctor,5992.2
DRJ59,Low Fat,Hard Drinks,40.1164,OUT017,,Tier 2,Supermarket Type1,Male,46,Marketing,2645.2234
FDY48,Low Fat,Baking Goods,103.3332,OUT027,Medium,Tier 3,Supermarket Type3,Female,47,Lawyer,592.562
FDB02,Regular,Canned,175.237,OUT046,Small,Tier 1,Supermarket Type1,Female,32,Healthcare,593.2278
FDN10,Low Fat,Snack Foods,118.0124,OUT019,Small,Tier 1,Grocery Store,Male,53,Lawyer,1414.825
NCD55,Low Fat,Household,41.9454,OUT035,Small,Tier 2,Supermarket Type1,Male,43,Artist,1471.418
FDX34,Low Fat,Snack Foods,121.9098,OUT013,High,Tier 3,Supermarket Type1,Male,39,Healthcare,524.6504
FDZ38,Low Fat,Dairy,170.8422,OUT045,,Tier 2,Supermarket Type1,Female,42,Artist,502.0132
DRF37,Low Fat,Soft Drinks,262.291,OUT049,Medium,Tier 1,Supermarket Type1,Male,37,Artist,567.2616
DRL47,Low Fat,Hard Drinks,124.6362,OUT019,Small,Tier 1,Grocery Store,Male,19,Lawyer,2946.165
FDL27,Low Fat,Meat,64.0826,OUT035,Small,Tier 2,Supermarket Type1,Female,30,Doctor,3338.987
NCP53,Low Fat,Health and Hygiene,236.5906,OUT035,Small,Tier 2,Supermarket Type1,Male,49,Engineer,2940.1728
FDT03,Low Fat,Meat,184.0608,OUT019,Small,Tier 1,Grocery Store,Male,55,Lawyer,623.1888
FDJ28,LF,Frozen Foods,191.8162,OUT035,Small,Tier 2,Supermarket Type1,Male,59,Artist,1030.6584
FDF40,Regular,Dairy,248.1092,OUT018,Medium,Tier 3,Supermarket Type2,Female,46,Entertainment,1805.6496
FDA32,Low Fat,Fruits and Vegetables,216.6192,OUT035,Small,Tier 2,Supermarket Type1,Male,27,Artist,114.5176
NCP02,Low Fat,Household,58.4562,OUT017,,Tier 2,Supermarket Type1,Female,25,Artist,4504.8028
FDZ31,Regular,Fruits and Vegetables,193.7504,OUT045,,Tier 2,Supermarket Type1,Female,37,Doctor,3451.5072
NCQ29,Low Fat,Health and Hygiene,262.2278,OUT013,High,Tier 3,Supermarket Type1,Female,38,Artist,2492.7552
FDP57,Low Fat,Snack Foods,105.099,OUT010,,Tier 3,Grocery Store,Female,29,Lawyer,402.809
FDL32,Regular,Fruits and Vegetables,113.1544,OUT027,Medium,Tier 3,Supermarket Type3,Male,28,Doctor,2600.6148
DRB01,Low Fat,Soft Drinks,191.753,OUT035,Small,Tier 2,Supermarket Type1,Male,27,Healthcare,2716.464
FDJ40,Regular,Frozen Foods,109.7912,OUT046,Small,Tier 1,Supermarket Type1,Female,42,Artist,2386.2272
FDO24,Low Fat,Baking Goods,159.1604,OUT018,Medium,Tier 3,Supermarket Type2,Female,43,Lawyer,8028.8822
FDO11,Regular,Breads,247.8092,OUT018,Medium,Tier 3,Supermarket Type2,Male,40,Lawyer,1314.2892
FDA56,Low Fat,Fruits and Vegetables,120.2414,OUT035,Small,Tier 2,Supermarket Type1,Male,41,Artist,4136.6154
FDF02,Low Fat,Canned,105.099,OUT045,,Tier 2,Supermarket Type1,Male,46,Executive,3004.0896
FDA10,Low Fat,Snack Foods,122.5072,OUT013,High,Tier 3,Supermarket Type1,Male,32,Healthcare,2656.542
NCI55,Low Fat,Household,121.8414,OUT017,,Tier 2,Supermarket Type1,Female,56,,2748.4224
FDZ40,Low Fat,Frozen Foods,53.3298,OUT010,,Tier 3,Grocery Store,Male,28,Artist,337.5606
FDV08,Low Fat,Fruits and Vegetables,41.7454,OUT049,Medium,Tier 1,Supermarket Type1,Female,25,Artist,2631.2416
FDN48,Low Fat,Baking Goods,90.0804,OUT013,High,Tier 3,Supermarket Type1,Female,42,Artist,2557.3378
FDU57,Regular,Snack Foods,150.3708,OUT017,,Tier 2,Supermarket Type1,Male,41,Lawyer,2376.906
DRF49,Low Fat,Soft Drinks,114.4518,OUT013,High,Tier 3,Supermarket Type1,Female,36,Artist,2597.2858
FDS02,Regular,Dairy,194.9794,OUT035,Small,Tier 2,Supermarket Type1,Female,42,Healthcare,319.584
FDS43,Low Fat,Fruits and Vegetables,186.524,OUT046,Small,Tier 1,Supermarket Type1,Female,42,Entertainment,492.692
FDT16,Regular,Frozen Foods,259.1278,OUT013,High,Tier 3,Supermarket Type1,Female,55,Artist,2796.36
FDX19,Low Fat,Fruits and Vegetables,233.7958,OUT027,Medium,Tier 3,Supermarket Type3,Male,52,,669.129
FDK15,Low Fat,Meat,98.8042,OUT046,Small,Tier 1,Supermarket Type1,Female,47,Artist,980.0576
DRA12,LF,Soft Drinks,141.0154,OUT049,Medium,Tier 1,Supermarket Type1,Male,57,Engineer,1342.2528
FDY35,Regular,Breads,45.2402,OUT017,,Tier 2,Supermarket Type1,Male,26,Artist,2782.3782
NCU42,Low Fat,Household,169.3474,OUT013,High,Tier 3,Supermarket Type1,Female,28,Entertainment,327.5736
FDD26,Regular,Canned,184.7924,OUT013,High,Tier 3,Supermarket Type1,Male,37,Doctor,1576.6144
FDR11,Regular,Breads,160.8578,OUT018,Medium,Tier 3,Supermarket Type2,Male,89,Artist,2916.204
NCP53,Low Fat,Health and Hygiene,239.1906,OUT045,,Tier 2,Supermarket Type1,Male,25,Lawyer,3022.732
FDP34,Low Fat,Snack Foods,156.863,OUT045,,Tier 2,Supermarket Type1,Male,50,Healthcare,1071.938
NCV41,Low Fat,Health and Hygiene,109.7228,OUT019,Small,Tier 1,Grocery Store,Female,42,Artist,792.302
FDN20,Low Fat,Fruits and Vegetables,167.0474,OUT018,Medium,Tier 3,Supermarket Type2,Female,48,Doctor,3225.1352
FDZ16,Regular,Frozen Foods,193.2478,OUT018,Medium,Tier 3,Supermarket Type2,Male,37,Artist,1895.5326
FDZ28,Regular,Frozen Foods,126.9678,OUT049,Medium,Tier 1,Supermarket Type1,Female,30,Artist,3155.892
NCL55,LF,Others,253.604,OUT013,High,Tier 3,Supermarket Type1,Male,26,Entertainment,229.701
NCJ17,LF,Health and Hygiene,85.1224,OUT046,Small,Tier 1,Supermarket Type1,Female,47,Lawyer,191.0846
FDT37,Low Fat,Canned,255.8014,OUT046,Small,Tier 1,Supermarket Type1,Male,36,Entertainment,894.8352
FDV51,Low Fat,Meat,167.7842,OUT049,Medium,Tier 1,Supermarket Type1,Female,53,Artist,331.5684
FDZ28,Regular,Frozen Foods,128.8678,OUT035,Small,Tier 2,Supermarket Type1,Female,30,Artist,1174.4712
FDN27,Low Fat,Meat,117.7808,OUT013,High,Tier 3,Supermarket Type1,Female,20,Artist,1864.24
FDS14,LF,Dairy,158.3288,OUT019,Small,Tier 1,Grocery Store,Male,19,Doctor,1733.0774
FDZ58,Low Fat,Snack Foods,122.5072,OUT045,,Tier 2,Supermarket Type1,Female,19,Lawyer,1061.951
FDD46,Low Fat,Snack Foods,155.3998,OUT046,Small,Tier 1,Supermarket Type1,Female,37,Artist,1037.3164
FDJ03,Regular,Dairy,48.4692,OUT035,Small,Tier 2,Supermarket Type1,Male,20,Artist,219.0482
FDU03,Regular,Meat,180.4292,OUT010,,Tier 3,Grocery Store,Female,39,Executive,2388.8904
FDA33,Low Fat,Snack Foods,148.5076,OUT027,Medium,Tier 3,Supermarket Type3,Male,26,Marketing,2406.2012
NCW53,Low Fat,Health and Hygiene,191.1162,OUT035,Small,Tier 2,Supermarket Type1,Male,31,Executive,1442.1228
NCC55,Low Fat,Household,36.9848,OUT017,,Tier 2,Supermarket Type1,Male,31,Artist,1230.3984
FDP52,Regular,Frozen Foods,229.801,OUT019,Small,Tier 1,Grocery Store,Male,41,Healthcare,159.1262
FDE39,Low Fat,Dairy,120.4782,OUT049,Medium,Tier 1,Supermarket Type1,Female,32,Executive,1829.6184
FDB44,Low Fat,Fruits and Vegetables,210.4586,OUT035,Small,Tier 2,Supermarket Type1,Female,42,Healthcare,4567.388
FDG59,Low Fat,Starchy Foods,37.5164,OUT013,High,Tier 3,Supermarket Type1,Female,89,Executive,2745.0934
FDI05,Regular,Frozen Foods,74.2354,OUT013,High,Tier 3,Supermarket Type1,Male,78,Artist,4211.185
FDF59,Low Fat,Starchy Foods,128.302,OUT045,,Tier 2,Supermarket Type1,Male,65,Executive,2916.204
FDM39,Low Fat,Dairy,180.3002,OUT019,Small,Tier 1,Grocery Store,Female,48,Artist,984.7182
FDB14,Regular,Canned,91.212,OUT013,High,Tier 3,Supermarket Type1,Female,36,Entertainment,3004.0896
NCS05,Low Fat,Health and Hygiene,134.3942,OUT019,Small,Tier 1,Grocery Store,Female,55,Doctor,351.5424
DRJ35,Low Fat,Hard Drinks,61.9878,OUT045,,Tier 2,Supermarket Type1,Male,52,Executive,631.8442
FDO31,Regular,Fruits and Vegetables,79.496,OUT019,Small,Tier 1,Grocery Store,Male,52,Artist,4138.6128
FDA31,Low Fat,Fruits and Vegetables,173.608,OUT046,Small,Tier 1,Supermarket Type1,Female,41,Artist,2892.901
FDX40,Low Fat,Frozen Foods,38.4164,OUT049,Medium,Tier 1,Supermarket Type1,Male,36,Artist,1832.2816
FDW56,Low Fat,Fruits and Vegetables,191.9162,OUT045,,Tier 2,Supermarket Type1,Male,37,Doctor,1752.3856
FDH09,Low Fat,Seafood,51.3982,OUT018,Medium,Tier 3,Supermarket Type2,Male,40,Artist,656.4788
FDA52,Regular,Frozen Foods,176.437,OUT019,Small,Tier 1,Grocery Store,Female,38,Entertainment,3845.6608
FDF20,Low Fat,Fruits and Vegetables,197.8768,OUT019,Small,Tier 1,Grocery Store,Male,25,Entertainment,229.0352
FDE40,Regular,Dairy,61.3194,OUT046,Small,Tier 1,Supermarket Type1,Female,33,Artist,732.38
NCU17,LF,Health and Hygiene,100.1674,OUT046,Small,Tier 1,Supermarket Type1,Male,26,Doctor,847.5634
NCP14,LF,Household,106.3306,OUT035,Small,Tier 2,Supermarket Type1,Female,28,Artist,539.298
FDN25,Regular,Breakfast,56.1588,OUT027,Medium,Tier 3,Supermarket Type3,Female,18,Lawyer,1635.8706
FDU39,Low Fat,Meat,59.2562,OUT049,Medium,Tier 1,Supermarket Type1,Male,52,Lawyer,2450.144
NCM05,Low Fat,Health and Hygiene,264.9226,OUT017,,Tier 2,Supermarket Type1,Female,26,Artist,1845.5976
FDU07,Low Fat,Fruits and Vegetables,149.6366,OUT017,,Tier 2,Supermarket Type1,Male,18,Healthcare,3427.5384
FDF28,Regular,Frozen Foods,126.2046,OUT049,Medium,Tier 1,Supermarket Type1,Male,20,Healthcare,5084.0488
FDR57,Regular,Snack Foods,158.7288,OUT049,Medium,Tier 1,Supermarket Type1,Male,36,Artist,4837.7028
FDJ33,reg,Snack Foods,123.273,OUT013,High,Tier 3,Supermarket Type1,Female,27,Executive,639.168
DRH23,Low Fat,Hard Drinks,55.6614,OUT035,Small,Tier 2,Supermarket Type1,Male,21,Artist,2587.9646
FDQ52,Low Fat,Frozen Foods,249.1434,OUT046,Small,Tier 1,Supermarket Type1,Female,27,Healthcare,1470.0864
DRK13,LF,Soft Drinks,197.4084,OUT035,Small,Tier 2,Supermarket Type1,Female,28,Healthcare,2428.8384
FDP09,Low Fat,Snack Foods,211.8902,OUT046,Small,Tier 1,Supermarket Type1,Female,63,Doctor,3745.125
FDR08,Low Fat,Fruits and Vegetables,109.4886,OUT027,Medium,Tier 3,Supermarket Type3,Male,48,Doctor,2516.724
FDV50,Low Fat,Dairy,122.473,OUT045,,Tier 2,Supermarket Type1,Male,80,Doctor,3185.1872
FDT13,Low Fat,Canned,189.8214,OUT049,Medium,Tier 1,Supermarket Type1,Male,71,Artist,988.0472
FDJ27,Regular,Meat,100.8674,OUT027,Medium,Tier 3,Supermarket Type3,Male,47,Entertainment,1757.712
FDH21,Low Fat,Seafood,156.9604,OUT046,Small,Tier 1,Supermarket Type1,Male,22,Entertainment,2519.3872
FDW14,Regular,Dairy,87.8198,OUT027,Medium,Tier 3,Supermarket Type3,Male,35,Healthcare,1510.0344
FDL52,Regular,Frozen Foods,39.4506,OUT049,Medium,Tier 1,Supermarket Type1,Male,40,Artist,337.5606
FDW28,Low Fat,Frozen Foods,196.7452,OUT017,,Tier 2,Supermarket Type1,Male,18,Healthcare,6026.8216
FDL40,Low Fat,Frozen Foods,97.241,OUT049,Medium,Tier 1,Supermarket Type1,Male,26,Engineer,2909.546
FDE24,Low Fat,Baking Goods,141.9812,OUT046,Small,Tier 1,Supermarket Type1,Male,73,Artist,761.6752
FDX35,Regular,Breads,227.9036,OUT049,Medium,Tier 1,Supermarket Type1,Male,86,Lawyer,809.6128
FDP46,LF,Snack Foods,88.383,OUT017,,Tier 2,Supermarket Type1,Female,37,Executive,123.8388
FDX56,Regular,Fruits and Vegetables,206.3638,OUT045,,Tier 2,Supermarket Type1,Female,59,Artist,1459.4336
FDQ45,Regular,Snack Foods,185.3608,OUT049,Medium,Tier 1,Supermarket Type1,Male,28,Lawyer,107.8596
FDK50,Low Fat,Canned,161.0894,OUT027,Medium,Tier 3,Supermarket Type3,Male,29,Lawyer,768.999
FDY26,Regular,Dairy,211.2244,OUT045,,Tier 2,Supermarket Type1,Male,37,,2746.425
FDQ09,Low Fat,Snack Foods,114.2834,OUT017,,Tier 2,Supermarket Type1,Male,46,Artist,4374.306
FDN39,reg,Meat,168.8816,OUT049,Medium,Tier 1,Supermarket Type1,Female,39,Artist,205.0664
FDP13,Regular,Canned,40.848,OUT017,,Tier 2,Supermarket Type1,Male,33,Doctor,354.2056
FDR51,Regular,Meat,149.9708,OUT013,High,Tier 3,Supermarket Type1,Male,32,Artist,1506.0396
FDZ49,Regular,Canned,218.9798,OUT010,,Tier 3,Grocery Store,Male,32,Artist,1800.3232
FDL28,Regular,Frozen Foods,230.1668,OUT018,Medium,Tier 3,Supermarket Type2,Male,25,Healthcare,1518.024
FDZ10,Low Fat,Snack Foods,125.602,OUT035,Small,Tier 2,Supermarket Type1,Male,48,Healthcare,1325.6078
FDK38,Low Fat,Canned,148.0734,OUT013,High,Tier 3,Supermarket Type1,Female,27,Entertainment,458.0704
DRL49,Low Fat,Soft Drinks,143.0812,OUT027,Medium,Tier 3,Supermarket Type3,Male,49,Executive,1534.0032
FDR15,Regular,Meat,153.3314,OUT013,High,Tier 3,Supermarket Type1,Male,33,Executive,905.488
FDQ24,Low Fat,Baking Goods,251.7724,OUT035,Small,Tier 2,Supermarket Type1,Male,33,Doctor,2267.7148
FDD56,Regular,Fruits and Vegetables,176.7054,OUT013,High,Tier 3,Supermarket Type1,Male,39,Lawyer,3263.7516
NCR42,Low Fat,Household,32.59,OUT046,Small,Tier 1,Supermarket Type1,Female,50,Executive,2954.1546
FDH52,Regular,Frozen Foods,63.3194,OUT045,,Tier 2,Supermarket Type1,Female,84,Marketing,2106.5912
FDH57,Low Fat,Fruits and Vegetables,130.5284,OUT019,Small,Tier 1,Grocery Store,Female,46,Artist,683.1108
FDR15,reg,Meat,156.7314,OUT010,,Tier 3,Grocery Store,Female,31,Healthcare,282.2992
FDJ34,Regular,Snack Foods,125.2704,OUT035,Small,Tier 2,Supermarket Type1,Male,57,Healthcare,1701.7848
FDW37,Low Fat,Canned,92.4488,OUT035,Small,Tier 2,Supermarket Type1,Male,73,Marketing,1358.232
FDQ23,Low Fat,Breads,101.3332,OUT018,Medium,Tier 3,Supermarket Type2,Male,36,Entertainment,607.2096
FDP34,Low Fat,Snack Foods,158.263,OUT013,High,Tier 3,Supermarket Type1,Male,53,Executive,1685.8056
FDE04,Regular,Frozen Foods,180.966,OUT027,Medium,Tier 3,Supermarket Type3,Male,41,Doctor,2302.3364
FDC48,Low Fat,Baking Goods,80.7592,OUT045,,Tier 2,Supermarket Type1,Male,53,Artist,2750.4198
FDA47,Regular,Baking Goods,162.221,OUT019,Small,Tier 1,Grocery Store,Female,35,Artist,981.3892
FDI35,Low Fat,Starchy Foods,179.9634,OUT018,Medium,Tier 3,Supermarket Type2,Female,62,Lawyer,1442.7886
NCV05,Low Fat,Health and Hygiene,156.1656,OUT013,High,Tier 3,Supermarket Type1,Female,23,Artist,7646.0472
FDR28,Regular,Frozen Foods,161.921,OUT045,,Tier 2,Supermarket Type1,Male,51,Executive,1539.9954
FDH31,Regular,Meat,98.4042,OUT017,,Tier 2,Supermarket Type1,Female,83,Entertainment,243.6828
FDP59,Regular,Breads,104.0648,OUT019,Small,Tier 1,Grocery Store,Female,26,Executive,359.532
FDS19,Regular,Fruits and Vegetables,76.5012,OUT018,Medium,Tier 3,Supermarket Type2,Male,86,Lawyer,4242.4776
FDM60,Regular,Baking Goods,41.0138,OUT045,,Tier 2,Supermarket Type1,Male,26,Artist,2354.2688
FDJ44,Regular,Fruits and Vegetables,173.2396,OUT018,Medium,Tier 3,Supermarket Type2,Male,42,Engineer,2458.1336
DRH51,Low Fat,Dairy,86.6856,OUT017,,Tier 2,Supermarket Type1,Female,41,Entertainment,2127.231
DRC25,Low Fat,Soft Drinks,85.1882,OUT017,,Tier 2,Supermarket Type1,Male,67,Executive,8388.4142
DRE25,Low Fat,Soft Drinks,93.312,OUT013,High,Tier 3,Supermarket Type1,Male,68,Lawyer,2799.689
NCX05,Low Fat,Health and Hygiene,114.9492,OUT049,Medium,Tier 1,Supermarket Type1,Male,45,Doctor,1797.66
FDR11,Regular,Breads,158.4578,OUT017,,Tier 2,Supermarket Type1,Male,86,Entertainment,2460.7968
DRP47,Low Fat,Hard Drinks,250.7382,OUT045,,Tier 2,Supermarket Type1,Male,62,Artist,2700.4848
DRC49,Low Fat,Soft Drinks,143.6128,OUT019,Small,Tier 1,Grocery Store,Male,42,Healthcare,4026.7584
FDQ47,Regular,Breads,36.4874,OUT027,Medium,Tier 3,Supermarket Type3,Male,26,Healthcare,1301.639
FDL20,Low Fat,Fruits and Vegetables,111.3886,OUT013,High,Tier 3,Supermarket Type1,Female,48,Healthcare,44.6086
FDM34,Low Fat,Snack Foods,130.9626,OUT035,Small,Tier 2,Supermarket Type1,Female,40,Artist,5394.9774
NCN55,Low Fat,Others,239.4538,OUT013,High,Tier 3,Supermarket Type1,Male,20,Marketing,3946.8624
FDD41,Regular,Frozen Foods,104.4306,OUT035,Small,Tier 2,Supermarket Type1,Female,25,Doctor,1438.128
FDE52,Regular,Dairy,90.1514,OUT049,Medium,Tier 1,Supermarket Type1,Male,37,Doctor,3652.5788
NCT18,Low Fat,Household,179.1976,OUT019,Small,Tier 1,Grocery Store,Male,77,Marketing,3621.2862
FDJ32,Low Fat,Fruits and Vegetables,59.6536,OUT018,Medium,Tier 3,Supermarket Type2,Male,50,Doctor,529.311
FDE16,Low Fat,Frozen Foods,210.1954,OUT046,Small,Tier 1,Supermarket Type1,Female,22,Healthcare,1314.955
FDZ09,Low Fat,Snack Foods,163.0868,OUT045,,Tier 2,Supermarket Type1,Male,26,,2804.3496
DRZ11,Regular,Soft Drinks,123.5388,OUT046,Small,Tier 1,Supermarket Type1,Female,71,Artist,3894.93
FDK41,Low Fat,Frozen Foods,86.5224,OUT049,Medium,Tier 1,Supermarket Type1,Female,50,Entertainment,388.1614
FDE56,Regular,Fruits and Vegetables,61.3194,OUT049,Medium,Tier 1,Supermarket Type1,Male,29,Artist,583.2408
FDH34,Low Fat,Snack Foods,186.0582,OUT013,High,Tier 3,Supermarket Type1,Female,51,Artist,3476.1418
DRI49,Low Fat,Soft Drinks,80.9276,OUT013,High,Tier 3,Supermarket Type1,Male,52,Artist,3630.6074
DRI59,Low Fat,Hard Drinks,224.7088,OUT046,Small,Tier 1,Supermarket Type1,Male,20,Entertainment,388.1614
DRC36,Regular,Soft Drinks,173.8054,OUT049,Medium,Tier 1,Supermarket Type1,Male,26,Artist,1298.31
FDS15,Regular,Meat,105.8596,OUT019,Small,Tier 1,Grocery Store,Female,37,Marketing,1404.1722
FDI07,Regular,Meat,196.0426,OUT018,Medium,Tier 3,Supermarket Type2,Male,33,Artist,1948.1308
FDZ15,Low Fat,Dairy,118.6782,OUT018,Medium,Tier 3,Supermarket Type2,Male,39,Artist,3418.883
NCX41,Low Fat,Health and Hygiene,211.3244,OUT027,Medium,Tier 3,Supermarket Type3,Male,53,Artist,2153.1972
NCO29,Low Fat,Health and Hygiene,166.2526,OUT019,Small,Tier 1,Grocery Store,Male,49,Doctor,1310.2944
FDF57,Regular,Fruits and Vegetables,168.4448,OUT013,High,Tier 3,Supermarket Type1,Female,21,Artist,3251.7672
FDI33,Low Fat,Snack Foods,90.9146,OUT035,Small,Tier 2,Supermarket Type1,Female,39,Artist,1150.5024
DRJ47,Low Fat,Hard Drinks,172.008,OUT049,Medium,Tier 1,Supermarket Type1,Female,38,Entertainment,980.0576
FDB34,LF,Snack Foods,86.3198,OUT046,Small,Tier 1,Supermarket Type1,Female,22,Artist,2783.044
FDY22,Regular,Snack Foods,143.3128,OUT027,Medium,Tier 3,Supermarket Type3,Female,52,Lawyer,1228.401
DRL11,Low Fat,Hard Drinks,158.3946,OUT017,,Tier 2,Supermarket Type1,Male,40,Artist,591.2304
FDY46,Low Fat,Snack Foods,188.7898,OUT035,Small,Tier 2,Supermarket Type1,Male,20,Entertainment,133.8258
FDG17,Regular,Frozen Foods,243.1486,OUT013,High,Tier 3,Supermarket Type1,Male,41,Artist,578.5802
FDE52,Regular,Dairy,88.5514,OUT018,Medium,Tier 3,Supermarket Type2,Male,30,Artist,3769.7596
DRP47,Low Fat,Hard Drinks,251.5382,OUT027,Medium,Tier 3,Supermarket Type3,Female,89,Artist,1672.4896
FDO01,Regular,Breakfast,127.7994,OUT010,,Tier 3,Grocery Store,Male,83,Artist,12117.56
FDL09,Regular,Snack Foods,169.6816,OUT046,Small,Tier 1,Supermarket Type1,Male,53,Artist,549.285
FDR57,Regular,Snack Foods,157.7288,OUT013,High,Tier 3,Supermarket Type1,Male,31,Doctor,6574.775
DRD37,Low Fat,Soft Drinks,48.006,OUT035,Small,Tier 2,Supermarket Type1,Female,48,Doctor,490.0288
FDQ36,Regular,Baking Goods,39.0848,OUT027,Medium,Tier 3,Supermarket Type3,Male,29,Doctor,2106.5912
FDL33,Low Fat,Snack Foods,196.7452,OUT049,Medium,Tier 1,Supermarket Type1,Female,87,Artist,866.8716
FDL48,Regular,Baking Goods,49.7034,OUT045,,Tier 2,Supermarket Type1,Male,19,Healthcare,2759.0752
FDL28,Regular,Frozen Foods,230.9668,OUT049,Medium,Tier 1,Supermarket Type1,Female,60,Artist,1921.4988
NCN29,Low Fat,Health and Hygiene,47.5034,OUT046,Small,Tier 1,Supermarket Type1,Female,23,Entertainment,2588.6304
FDO13,Low Fat,Breakfast,165.9526,OUT035,Small,Tier 2,Supermarket Type1,Male,61,Artist,703.0848
FDB38,Regular,Canned,161.792,OUT045,,Tier 2,Supermarket Type1,Female,27,Executive,3751.783
FDI36,Regular,Baking Goods,196.3426,OUT035,Small,Tier 2,Supermarket Type1,Male,32,Healthcare,1504.708
FDI58,Regular,Snack Foods,91.412,OUT035,Small,Tier 2,Supermarket Type1,Male,79,Artist,2648.5524
FDH22,Low Fat,Snack Foods,128.9678,OUT018,Medium,Tier 3,Supermarket Type2,Female,19,Doctor,6358.39
FDQ27,Regular,Meat,104.999,OUT013,High,Tier 3,Supermarket Type1,Female,42,Healthcare,4725.8484
FDT33,Regular,Snack Foods,166.1158,OUT046,Small,Tier 1,Supermarket Type1,Female,76,Doctor,3199.8348
FDC56,Low Fat,Fruits and Vegetables,119.144,OUT045,,Tier 2,Supermarket Type1,Male,41,Artist,1948.1308
FDF14,low fat,Canned,154.834,OUT046,Small,Tier 1,Supermarket Type1,Female,38,Entertainment,1257.0304
FDQ39,Low Fat,Meat,192.2846,OUT017,,Tier 2,Supermarket Type1,Female,43,Healthcare,531.3084
NCM43,Low Fat,Others,164.621,OUT017,,Tier 2,Supermarket Type1,Female,19,Healthcare,1038.648
FDS46,Regular,Snack Foods,120.0782,OUT035,Small,Tier 2,Supermarket Type1,Female,28,Artist,850.8924
FDI22,Low Fat,Snack Foods,207.4612,OUT049,Medium,Tier 1,Supermarket Type1,Female,56,Entertainment,5355.0294
NCE43,Low Fat,Household,170.4448,OUT045,,Tier 2,Supermarket Type1,Male,28,Marketing,2924.1936
FDZ36,Regular,Baking Goods,186.124,OUT010,,Tier 3,Grocery Store,Male,60,Artist,1245.046
FDR13,Regular,Canned,115.8492,OUT019,Small,Tier 1,Grocery Store,Female,55,Healthcare,1713.7692
FDP46,Low Fat,Snack Foods,89.383,OUT018,Medium,Tier 3,Supermarket Type2,Male,35,Healthcare,3709.8376
